Title,Part of Term,Co-enroll,Attributes,CRN,Subject,Course Number,Section,Campus,Type,Method,Credits,Start Time,End Time,Days,Where,Instructor
,,,,17837,,,,,,,,10:35 am,11:50 am,MW,H Building 107,Vandana Sarin
,Traditional,,"Natural Sciences-Chart I, Inst. Designated Option-Cht II",26034,BIOL,2402,304,Bryan Campus,Combined Lecture/Lab,In Person,4.000,12:00 pm,1:15 pm,MW,H Building 238,Kaitlynn Elizabeth Blankenship
,,,,26034,,,,,,,,1:25 pm,2:40 pm,MW,H Building 107,Kaitlynn Elizabeth Blankenship
Anatomy & Physiology II,Full Term,,"Natural Sciences-Chart I, Inst. Designated Option-Cht II",25357,BIOL,2402,308,Bryan Campus,Combined Lecture/Lab,In Person,4.000,5:50 pm,6:55 pm,MW,TBA,Michael L Ko
,,,,25357,,,,,,,,7:05 pm,8:20 pm,MW,TBA,Michael L Ko
Anatomy & Physiology II,Full Term,,"Natural Sciences-Chart I, Inst. Designated Option-Cht II",18056,BIOL,2402,313,Bryan Campus,Combined Lecture/Lab,In Person,4.000,10:35 am,11:50 am,TR,H Building 238,Michael L Ko
,,,,18056,,,,,,,,12:00 pm,1:15 pm,TR,H Building 107,Michael L Ko
Anatomy & Physiology II - Full Term,Requires in-person proctored testing,,"Natural Sciences-Chart I, Inst. Designated Option-Cht II",23294,BIOL,2402,N01,Distance Education Campus,Combined Lecture/Lab,100% Online,4.000,TBA,,,Online Class-Requires Computer,Vandana Sarin
,,,,23294,,,,,,,,TBA,,,Online Class-Requires Computer,Vandana Sarin
Anatomy & Physiology II - Full Term,Requires in-person proctored testing,,"Natural Sciences-Chart I, Inst. Designated Option-Cht II",23340,BIOL,2402,N02,Distance Education Campus,Combined Lecture/Lab,100% Online,4.000,TBA,,,Online Class-Requires Computer,Katherine Elaine Schultz
,,,,23340,,,,,,,,TBA,,,Online Class-Requires Computer,Katherine Elaine Schultz
Microbiology for Non-Science Majors,Full Term,,"Natural Sciences-Chart I, Inst. Designated Option-Cht II",25331,BIOL,2420,007,Brenham Campus,Combined Lecture/Lab,In Person,4.000,12:00 pm,1:15 pm,MW,"Science, Tech, Engin & Innovat 307",Meghan Kinder Pavlicek
,,,,25331,,,,,,,,1:25 pm,2:40 pm,MW,"Science, Tech, Engin & Innovat 310",Meghan Kinder Pavlicek
Microbiology for Non-Science Majors,Full Term,,"Natural Sciences-Chart I, Inst. Designated Option-Cht II",17859,BIOL,2420,202,RELLIS Campus,Combined Lecture/Lab,In Person,4.000,9:10 am,10:25 am,MW,Walter C. Schwartz Building 290,Daryl Leroy Beatty
,,,,17859,,,,,,,,10:35 am,11:50 am,MW,Walter C. Schwartz Building 370,Daryl Leroy Beatty
Microbiology for Non-Science Majors,Full Term,,"Natural Sciences-Chart I, Inst. Designated Option-Cht II",18102,BIOL,2420,302,Bryan Campus,Combined Lecture/Lab,In Person,4.000,9:10 am,10:25 am,MW,D Building 243,Shawanda R Stanford
,,,,18102,,,,,,,,10:35 am,11:50 am,MW,D Building 245,Shawanda R Stanford
Microbiology for Non-Science Majors,Full Term,,"Natural Sciences-Chart I, Inst. Designated Option-Cht II",18140,BIOL,2420,306,Bryan Campus,Combined Lecture/Lab,In Person,4.000,2:50 pm,4:05 pm,MW,D Building 243,Michelle Lynn McNeil
,,,,18140,,,,,,,,4:15 pm,5:30 pm,MW,D Building 245,Michelle Lynn McNeil
Microbiology for Non-Science Majors,Full Term,,"Natural Sciences-Chart I, Inst. Designated Option-Cht II",23786,BIOL,2420,313,Bryan Campus,Combined Lecture/Lab,In Person,4.000,10:35 am,11:50 am,TR,D Building 243,Shawanda R Stanford
,,,,23786,,,,,,,,12:00 pm,1:15 pm,TR,D Building 245,Shawanda R Stanford
Microbiology for Non-Science Majors,Full Term,,"Natural Sciences-Chart I, Inst. Designated Option-Cht II",16598,BIOL,2420,BS1,Bryan Campus,Combined Lecture/Lab,Hybrid - In Person & Online,4.000,9:30 am,12:30 pm,S,D Building 245,Shawanda R Stanford
,,,,16598,,,,,,,,TBA,,,Online Class-Requires Computer,Shawanda R Stanford
Quality Assurance for Biosci.,Second 8-week,,,16624,BITC,1340,N01,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - Second 8 week,TBA
Product Development to Comm,Full Term,,,25305,BITC,2277,300,Bryan Campus,Lecture,In Person,2.000,4:45 pm,6:45 pm,R,H Building 108,TBA
Internship-Biology Technician,Full Term,,Exclude Crse from 3-peat Count,25166,BITC,2386,301,Bryan Campus,Internship,Internship,3.000,TBA,,,TBA,TBA
Internship-Biology Technician,Second 8-week,,Exclude Crse from 3-peat Count,25823,BITC,2386,H01,Bryan Campus,Internship,Internship,3.000,TBA,,,TBA,TBA
Cell Culture Techniques,Full Term,,Exclude Crse from 3-peat Count,24732,BITC,2431,301,Bryan Campus,Combined Lecture/Lab,In Person,4.000,4:45 pm,8:15 pm,T,H Building 108,Roxanne E Berry
,,,,24732,,,,,,,,TBA,,,Online Class-Requires Computer,Roxanne E Berry
Principles of Management,First 8-week,,Exclude Crse from 3-peat Count,19690,BMGT,1327,N11,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - First 8 week,Brandy S Scholze
Principles of Management,Second 8-week,,Exclude Crse from 3-peat Count,21744,BMGT,1327,N21,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - Second 8 week,Dalvin Trevon Dunn
Advanced Comm. in Management,Second 8-week,,Exclude Crse from 3-peat Count,19695,BMGT,2305,N21,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - Second 8 week,TBA
Internship - Bus. Admin & Mgmt,Full Term,,Exclude Crse from 3-peat Count,11621,BMGT,2388,N01,Distance Education Campus,Internship,100% Online,3.000,TBA,,,Online Class-Requires Computer,TBA
Small Business Management,First 8-week,,Exclude Crse from 3-peat Count,21748,BUSG,2309,N11,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - First 8 week,Brandy S Scholze
Introduction to Business,First 8-week,,,25517,BUSI,1301,B0A,Brenham Campus,Lecture,Hybrid - In Person & Online,3.000,1:25 pm,2:40 pm,TR,Bullock Building 154,Tiffany Gail Green
Introduction to Business,First 8-week,,,22403,BUSI,1301,B0B,Brenham Campus,Lecture,Hybrid - In Person & Online,3.000,10:35 am,11:50 am,MW,Bullock Building 153,Travis Joseph Stahl
Introduction to Business,First 8-week,,,22604,BUSI,1301,B0C,Brenham Campus,Lecture,Hybrid - In Person & Online,3.000,9:10 am,10:25 am,TR,Bullock Building 153,TBA
Introduction to Business,First 8-week,,,23494,BUSI,1301,B0D,Brenham Campus,Lecture,Hybrid - In Person & Online,3.000,10:35 am,11:50 am,TR,Bullock Building 153,TBA
Introduction to Business,First 8-week,,,24592,BUSI,1301,B0E,Brenham Campus,Lecture,Hybrid - In Person & Online,3.000,9:10 am,10:25 am,MW,Bullock Building 154,TBA
Introduction to Business,Second 8-week,,,19486,BUSI,1301,B0N,Brenham Campus,Lecture,Hybrid - In Person & Online,3.000,10:35 am,11:50 am,MW,Bullock Building 134,TBA
Introduction to Business,Second 8-week,,,24594,BUSI,1301,B0O,Brenham Campus,Lecture,Hybrid - In Person & Online,3.000,10:35 am,11:50 am,TR,Bullock Building 153,Tiffany Gail Green
Introduction to Business,First 8-week,,,20435,BUSI,1301,B1A,RELLIS Campus,Lecture,Hybrid - In Person & Online,3.000,12:00 pm,1:15 pm,MW,Walter C. Schwartz Building 220,Juan Saldua
Introduction to Business,First 8-week,,,22608,BUSI,1301,B1B,RELLIS Campus,Lecture,Hybrid - In Person & Online,3.000,10:35 am,11:50 am,TR,Walter C. Schwartz Building 220,Juan Saldua
Introduction to Business,First 8-week,,,23307,BUSI,1301,B1C,RELLIS Campus,Lecture,Hybrid - In Person & Online,3.000,9:10 am,10:25 am,TR,Blinn RELLIS Admin Building 234,Oscar Mario Gonzales
Introduction to Business,First 8-week,,,24212,BUSI,1301,B1D,RELLIS Campus,Lecture,Hybrid - In Person & Online,3.000,9:10 am,10:25 am,MW,Walter C. Schwartz Building 220,Oscar Mario Gonzales
Introduction to Business,First 8-week,,,25021,BUSI,1301,B1E,RELLIS Campus,Lecture,Hybrid - In Person & Online,3.000,12:00 pm,1:15 pm,TR,Blinn RELLIS Admin Building 234,Oscar Mario Gonzales
Introduction to Business,Second 8-week,,,15457,BUSI,1301,B1N,RELLIS Campus,Lecture,Hybrid - In Person & Online,3.000,10:35 am,11:50 am,MW,Walter C. Schwartz Building 220,TBA
Introduction to Business,Second 8-week,,,21534,BUSI,1301,B1O,RELLIS Campus,Lecture,Hybrid - In Person & Online,3.000,12:00 pm,1:15 pm,TR,Walter C. Schwartz Building 220,TBA
Introduction to Business,Second 8-week,,,24213,BUSI,1301,B1Q,RELLIS Campus,Lecture,Hybrid - In Person & Online,3.000,9:10 am,10:25 am,MW,Walter C. Schwartz Building 220,TBA
Introduction to Business,First 8-week,,,19515,BUSI,1301,B3A,Bryan Campus,Lecture,Hybrid - In Person & Online,3.000,9:10 am,10:25 am,MW,F Building 252,Cody Levi Rose
Introduction to Business,First 8-week,,,19534,BUSI,1301,B3B,Bryan Campus,Lecture,Hybrid - In Person & Online,3.000,10:35 am,11:50 am,MW,F Building 252,Cody Levi Rose
Introduction to Business,First 8-week,,,11641,BUSI,1301,B3C,Bryan Campus,Lecture,Hybrid - In Person & Online,3.000,12:00 pm,1:15 pm,MW,F Building 252,Cody Levi Rose
Introduction to Business,First 8-week,,,22371,BUSI,1301,B3D,Bryan Campus,Lecture,Hybrid - In Person & Online,3.000,9:10 am,10:25 am,TR,F Building 252,Cody Levi Rose
Introduction to Business,First 8-week,,,22404,BUSI,1301,B3E,Bryan Campus,Lecture,Hybrid - In Person & Online,3.000,10:35 am,11:50 am,TR,F Building 252,Cody Levi Rose
Business Principles,First 8-week,,,25845,BUSI,1301,B3F,Bryan Campus,Lecture,Hybrid - In Person & Online,3.000,2:50 pm,4:05 pm,MW,F Building 252,Ernesto Geno Del Bosque
Introduction to Business,First 8-week,,,23497,BUSI,1301,B3G,Bryan Campus,Lecture,Hybrid - In Person & Online,3.000,2:50 pm,4:05 pm,TR,F Building 252,Ernesto Geno Del Bosque
Business Principles,Second 8-week,,,25847,BUSI,1301,B3M,Bryan Campus,Lecture,Hybrid - In Person & Online,3.000,2:50 pm,4:05 pm,MW,F Building 236,TBA
Introduction to Business,Second 8-week,,,19520,BUSI,1301,B3N,Bryan Campus,Lecture,Hybrid - In Person & Online,3.000,10:35 am,11:50 am,MW,F Building 236,TBA
Business Principles,Second 8-week,,,25846,BUSI,1301,B3O,Bryan Campus,Lecture,Hybrid - In Person & Online,3.000,4:15 pm,5:30 pm,TR,F Building 236,TBA
Business Principles,Second 8-week,,,25848,BUSI,1301,B3P,Bryan Campus,Lecture,Hybrid - In Person & Online,3.000,9:10 am,10:25 am,TR,F Building 236,TBA
Business Principles,Second 8-week,,,25849,BUSI,1301,B3Q,Bryan Campus,Lecture,Hybrid - In Person & Online,3.000,10:35 am,11:50 am,TR,F Building 236,TBA
Introduction to Business,Second 8-week,,,22426,BUSI,1301,B3R,Bryan Campus,Lecture,Hybrid - In Person & Online,3.000,12:00 pm,1:15 pm,TR,F Building 236,TBA
Business Principles,First 8-week,,,25863,BUSI,1301,B9A,Waller Campus,Lecture,Hybrid - In Person & Online,3.000,1:25 pm,2:40 pm,MW,Waller Wkforce & Tech Ed Compl 128,TBA
Business Principles,Second 8-week,,,25811,BUSI,1301,N01,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - Second 8 week,Tommy Charles Adams
Introduction to Business,First 8-week,,,19553,BUSI,1301,N12,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - First 8 week,Tommy Charles Adams
Introduction to Business,First 8-week,,,25612,BUSI,1301,N13,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - First 8 week,Kynderick Dante' Chapel
Introduction to Business,Second 8-week,,,19566,BUSI,1301,N21,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - Second 8 week,Kynderick Dante' Chapel
Introduction to Business,Second 8-week,,,21378,BUSI,1301,N22,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - Second 8 week,Doulicia Hemphill
Introduction to Business,Second 8-week,,,22607,BUSI,1301,N23,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - Second 8 week,Doulicia Hemphill
Introduction to Business,Second 8-week,,,11627,BUSI,1301,N24,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - Second 8 week,Dalvin Trevon Dunn
Personal Finance,First 8-week,,,23311,BUSI,1307,N12,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - First 8 week,Tommy Charles Adams
Personal Finance,Second 8-week,,,11644,BUSI,1307,N21,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - Second 8 week,Tommy Charles Adams
Business Law,Full Term,,,22137,BUSI,2301,101,RELLIS Campus,Lecture,In Person,3.000,5:40 pm,6:55 pm,MW,Walter C. Schwartz Building 220,Brandy S Scholze
Business Law,Full Term,,,25628,BUSI,2301,102,RELLIS Campus,Lecture,In Person,3.000,4:15 pm,5:30 pm,MW,Blinn RELLIS Admin Building 234,Brandy S Scholze
Business Law,Full Term,,,22609,BUSI,2301,301,Bryan Campus,Lecture,In Person,3.000,2:50 pm,4:05 pm,TR,F Building 244,Shane E Stibora
Business Law,Full Term,,,25850,BUSI,2301,302,Bryan Campus,Lecture,In Person,3.000,5:40 pm,6:55 pm,TR,F Building 234,Brandy S Scholze
Business Law,Second 8-week,,,25812,BUSI,2301,N01,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - Second 8 week,Niki T Wilson
Business Law,First 8-week,,,25539,BUSI,2301,N12,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - First 8 week,Lois A Blyden
Business Law,First 8-week,,,19618,BUSI,2301,N13,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - First 8 week,Lois A Blyden
Business Law,Second 8-week,,,19620,BUSI,2301,N23,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - Second 8 week,Lois A Blyden
Business Law,Second 8-week,,,25541,BUSI,2301,N24,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - Second 8 week,Lois A Blyden
Business Statistics,Full Term,,,25852,BUSI,2305,301,Bryan Campus,Lecture,In Person,3.000,2:50 pm,4:05 pm,MW,F Building 234,Brandy S Scholze
Business Statistics,First 8-week,,,21536,BUSI,2305,B1A,RELLIS Campus,Lecture,Hybrid - In Person & Online,3.000,1:25 pm,2:40 pm,MW,Blinn RELLIS Admin Building 234,Juan Saldua
Business Statistics,Second 8-week,,,19467,BUSI,2305,B1N,RELLIS Campus,Lecture,Hybrid - In Person & Online,3.000,10:35 am,11:50 am,TR,Walter C. Schwartz Building 220,TBA
Business Statistics,First 8-week,,,23312,BUSI,2305,B3A,Bryan Campus,Lecture,Hybrid - In Person & Online,3.000,1:25 pm,2:40 pm,TR,F Building 234,Juan Saldua
Business Statistics,Second 8-week,,,25851,BUSI,2305,B3M,Bryan Campus,Lecture,Hybrid - In Person & Online,3.000,4:15 pm,5:30 pm,TR,F Building 234,TBA
Business Statistics,Second 8-week,,,22613,BUSI,2305,B3N,Bryan Campus,Lecture,Hybrid - In Person & Online,3.000,12:00 pm,1:15 pm,MW,F Building 234,TBA
Business Statistics,Full Term,,,22614,BUSI,2305,N01,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class-Requires Computer,Tommy Charles Adams
Business Statistics,First 8-week,,,21761,BUSI,2305,N11,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - First 8 week,Edward John Mikowski
Business Statistics,Second 8-week,,,19574,BUSI,2305,N21,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - Second 8 week,Edward John Mikowski
Business Statistics,Second 8-week,,,25176,BUSI,2305,N22,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - Second 8 week,Edward John Mikowski
Curriculum Resources ECE - Full Term,Only offered in the Fall,,Exclude Crse from 3-peat Count,13010,CDEC,1313,N01,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class-Requires Computer,Tami Andel Glenn
The Infant and Toddler - Full Term,Only offered in the Fall,,Exclude Crse from 3-peat Count,14280,CDEC,1321,N01,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class-Requires Computer,Tami Andel Glenn
Creative Arts for Early Childhood - Full Term,Only offered in the Fall,,Exclude Crse from 3-peat Count,13007,CDEC,1358,N01,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class-Requires Computer,Erica Michelle Ritter
Children With Special Needs - Full Term,Only offered in the Fall,,Exclude Crse from 3-peat Count,14277,CDEC,1359,N01,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class-Requires Computer,Kathleen Anne Schroder
Diverse Cultural/Multilingual - Full Term,Only offered in the Fall,,Exclude Crse from 3-peat Count,14279,CDEC,2315,N01,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class-Requires Computer,Erica Michelle Ritter
Electricity Principles - Full Term,Only offered in the Fall,,Exclude Crse from 3-peat Count,22781,CETT,1302,010,Brenham Campus,Combined Lecture/Lab,In Person,3.000,10:10 am,11:50 am,T,"Science, Tech, Engin & Innovat 111",David Lee Fleeger
,,,,22781,,,,,,,,10:10 am,11:50 am,R,"Science, Tech, Engin & Innovat 121",David Lee Fleeger
Electricity Principles - First 8-week,Only offered in the Fall,,Exclude Crse from 3-peat Count,25945,CETT,1302,901,Waller Campus,Combined Lecture/Lab,In Person,3.000,9:00 am,12:20 pm,TR,Waller Wkforce & Tech Ed Compl 139,Jennifar Aktar
Digital Systems,Second 8-week,,Exclude Crse from 3-peat Count,26004,CETT,1349,910,Waller Campus,Combined Lecture/Lab,In Person,3.000,9:00 am,12:20 pm,TR,Waller Wkforce & Tech Ed Compl 139,Jennifar Aktar
Introductory Chemistry Lab I,Second 8-week,,"Natural Sciences-Chart I, Inst. Designated Option-Cht II",21901,CHEM,1105,H01,Brenham Campus,Laboratory,In Person,1.000,1:25 pm,4:05 pm,TR,"Science, Tech, Engin & Innovat 315",TBA
Introductory Chemistry Lab I,Second 8-week,,"Natural Sciences-Chart I, Inst. Designated Option-Cht II",18609,CHEM,1105,H30,Bryan Campus,Laboratory,In Person,1.000,1:25 pm,4:05 pm,MW,D Building 230,TBA
Introductory Chemistry Lab I,Second 8-week,,"Natural Sciences-Chart I, Inst. Designated Option-Cht II",18617,CHEM,1105,H32,Bryan Campus,Laboratory,In Person,1.000,7:45 am,10:25 am,TR,D Building 230,TBA
Introductory Chemistry I,Full Term,,"Natural Sciences-Chart I, Inst. Designated Option-Cht II",23052,CHEM,1305,001,Brenham Campus,Lecture,In Person,3.000,12:00 pm,1:15 pm,TR,"Science, Tech, Engin & Innovat 316",TBA
Introductory Chemistry I,Full Term,,"Natural Sciences-Chart I, Inst. Designated Option-Cht II",22733,CHEM,1305,301,Bryan Campus,Lecture,In Person,3.000,9:10 am,10:25 am,MW,D Building 229,TBA
Introductory Chemistry I Lec,Full Term,,"Natural Sciences-Chart I, Inst. Designated Option-Cht II",24086,CHEM,1305,303,Bryan Campus,Lecture,In Person,3.000,1:25 pm,2:40 pm,TR,D Building 229,TBA
Introductory Chemistry I,First 8-week,,"Natural Sciences-Chart I, Inst. Designated Option-Cht II",18606,CHEM,1305,NH1,Distance Education Campus,Lecture,100% Online,3.000,TBA,,,Online Class - First 8 week,TBA
Gen Chem Engineering Majors,Full Term,,,25697,CHEM,1409,001,Brenham Campus,Combined Lecture/Lab,In Person,4.000,1:25 pm,2:40 pm,MW,"Science, Tech, Engin & Innovat 316",TBA
,,,,25697,,,,,,,,2:50 pm,4:05 pm,MW,"Science, Tech, Engin & Innovat 311",TBA
Gen Chem Engineering Majors,Full Term,,,23856,CHEM,1409,002,Brenham Campus,Combined Lecture/Lab,In Person,4.000,9:10 am,10:25 am,TR,"Science, Tech, Engin & Innovat 309",TBA
,,,,23856,,,,,,,,10:35 am,11:50 am,TR,"Science, Tech, Engin & Innovat 311",TBA
Gen Chem Engineering Majors,Full Term,,,23857,CHEM,1409,003,Brenham Campus,Combined Lecture/Lab,In Person,4.000,1:25 pm,2:40 pm,TR,"Science, Tech, Engin & Innovat 309",TBA
,,,,23857,,,,,,,,2:50 pm,4:05 pm,TR,"Science, Tech, Engin & Innovat 311",TBA
Gen Chem Engineering Majors,Full Term,,,23858,CHEM,1409,004,Brenham Campus,Combined Lecture/Lab,In Person,4.000,9:10 am,10:25 am,TR,"Science, Tech, Engin & Innovat 316",TBA
,,,,23858,,,,,,,,10:35 am,11:50 am,TR,"Science, Tech, Engin & Innovat 315",TBA
Gen Chem Engineering Majors,Full Term,,,18016,CHEM,1409,102,RELLIS Campus,Combined Lecture/Lab,In Person,4.000,10:35 am,11:50 am,MW,Walter C. Schwartz Building 394,TBA
,,,,18016,,,,,,,,12:00 pm,1:15 pm,MW,Walter C. Schwartz Building 470,TBA
Gen Chem Engineering Majors,Full Term,,,20617,CHEM,1409,104,RELLIS Campus,Combined Lecture/Lab,In Person,4.000,10:35 am,11:50 am,TR,Walter C. Schwartz Building 298,TBA
,,,,20617,,,,,,,,12:00 pm,1:15 pm,TR,Walter C. Schwartz Building 450,TBA
General Chemistry I,Full Term,,"Natural Sciences-Chart I, Natural Sciences-Chart I, Inst. Designated Option-Cht II",23661,CHEM,1411,001,Brenham Campus,Combined Lecture/Lab,In Person,4.000,2:50 pm,4:05 pm,MW,"Science, Tech, Engin & Innovat 316",TBA
,,,,23661,,,,,,,,4:15 pm,5:30 pm,MW,"Science, Tech, Engin & Innovat 315",TBA
General Chemistry I,Full Term,,"Natural Sciences-Chart I, Natural Sciences-Chart I, Inst. Designated Option-Cht II",17573,CHEM,1411,002,Brenham Campus,Combined Lecture/Lab,In Person,4.000,12:00 pm,1:15 pm,TR,"Science, Tech, Engin & Innovat 309",TBA
,,,,17573,,,,,,,,1:25 pm,2:40 pm,TR,"Science, Tech, Engin & Innovat 311",TBA
General Chemistry I,Full Term,,"Natural Sciences-Chart I, Natural Sciences-Chart I, Inst. Designated Option-Cht II",24520,CHEM,1411,012,Brenham Campus,Combined Lecture/Lab,In Person,4.000,7:45 am,9:00 am,TR,"Science, Tech, Engin & Innovat 309",TBA
,,,,24520,,,,,,,,9:10 am,10:25 am,TR,"Science, Tech, Engin & Innovat 315",TBA
General Chemistry I,Full Term,,"Natural Sciences-Chart I, Natural Sciences-Chart I, Inst. Designated Option-Cht II",25646,CHEM,1411,101,RELLIS Campus,Combined Lecture/Lab,In Person,4.000,4:15 pm,5:30 pm,TR,Walter C. Schwartz Building 390,TBA
,,,,25646,,,,,,,,5:40 pm,6:55 pm,TR,Walter C. Schwartz Building 450,TBA
General Chemistry I,Full Term,,"Natural Sciences-Chart I, Natural Sciences-Chart I, Inst. Designated Option-Cht II",18007,CHEM,1411,102,RELLIS Campus,Combined Lecture/Lab,In Person,4.000,10:35 am,11:50 am,MW,Walter C. Schwartz Building 298,TBA
,,,,18007,,,,,,,,12:00 pm,1:15 pm,MW,Walter C. Schwartz Building 450,TBA
General Chemistry I,Full Term,,"Natural Sciences-Chart I, Natural Sciences-Chart I, Inst. Designated Option-Cht II",18117,CHEM,1411,107,RELLIS Campus,Combined Lecture/Lab,In Person,4.000,9:10 am,10:25 am,TR,Walter C. Schwartz Building 390,TBA
,,,,18117,,,,,,,,10:35 am,11:50 am,TR,Walter C. Schwartz Building 450,TBA
General Chemistry I,Full Term,,"Natural Sciences-Chart I, Natural Sciences-Chart I, Inst. Designated Option-Cht II",23816,CHEM,1411,301,Bryan Campus,Combined Lecture/Lab,In Person,4.000,7:45 am,9:00 am,MW,D Building 219,TBA
,,,,23816,,,,,,,,9:10 am,10:25 am,MW,D Building 221,TBA
General Chemistry I,Full Term,,"Natural Sciences-Chart I, Natural Sciences-Chart I, Inst. Designated Option-Cht II",18570,CHEM,1411,302,Bryan Campus,Combined Lecture/Lab,In Person,4.000,9:10 am,10:25 am,MW,D Building 219,TBA
,,,,18570,,,,,,,,10:35 am,11:50 am,MW,D Building 221,TBA
General Chemistry I,Full Term,,"Natural Sciences-Chart I, Natural Sciences-Chart I, Inst. Designated Option-Cht II",18582,CHEM,1411,304,Bryan Campus,Combined Lecture/Lab,In Person,4.000,1:25 pm,2:40 pm,MW,D Building 219,TBA
,,,,18582,,,,,,,,2:50 pm,4:05 pm,MW,D Building 221,TBA
General Chemistry I,Full Term,,"Natural Sciences-Chart I, Natural Sciences-Chart I, Inst. Designated Option-Cht II",23818,CHEM,1411,309,Bryan Campus,Combined Lecture/Lab,In Person,4.000,5:40 pm,6:55 pm,MW,D Building 219,TBA
,,,,23818,,,,,,,,7:05 pm,8:20 pm,MW,D Building 221,TBA
General Chemistry I,Full Term,,"Natural Sciences-Chart I, Natural Sciences-Chart I, Inst. Designated Option-Cht II",23820,CHEM,1411,310,Bryan Campus,Combined Lecture/Lab,In Person,4.000,7:45 am,9:00 am,TR,D Building 219,TBA
,,,,23820,,,,,,,,9:10 am,10:25 am,TR,D Building 221,TBA
General Chemistry I,Full Term,,"Natural Sciences-Chart I, Natural Sciences-Chart I, Inst. Designated Option-Cht II",18592,CHEM,1411,312,Bryan Campus,Combined Lecture/Lab,In Person,4.000,10:35 am,11:50 am,TR,D Building 219,TBA
,,,,18592,,,,,,,,12:00 pm,1:15 pm,TR,D Building 221,TBA
General Chemistry I,Full Term,,"Natural Sciences-Chart I, Natural Sciences-Chart I, Inst. Designated Option-Cht II",18594,CHEM,1411,314,Bryan Campus,Combined Lecture/Lab,In Person,4.000,1:25 pm,2:40 pm,TR,D Building 219,TBA
,,,,18594,,,,,,,,2:50 pm,4:05 pm,TR,D Building 221,TBA
General Chemistry I,Full Term,,"Natural Sciences-Chart I, Natural Sciences-Chart I, Inst. Designated Option-Cht II",22894,CHEM,1411,B31,Bryan Campus,Combined Lecture/Lab,Hybrid - In Person & Online,4.000,9:00 am,11:30 am,F,D Building 221,TBA
,,,,22894,,,,,,,,TBA,,,Online Class-Requires Computer,TBA
General Chemistry II,Full Term,,"Natural Sciences-Chart I, Natural Sciences-Chart I, Inst. Designated Option-Cht II",17778,CHEM,1412,001,Brenham Campus,Combined Lecture/Lab,In Person,4.000,12:00 pm,1:15 pm,MW,"Science, Tech, Engin & Innovat 309",TBA
,,,,17778,,,,,,,,1:25 pm,2:40 pm,MW,"Science, Tech, Engin & Innovat 315",TBA
General Chemistry II,Full Term,,"Natural Sciences-Chart I, Natural Sciences-Chart I, Inst. Designated Option-Cht II",22804,CHEM,1412,101,RELLIS Campus,Combined Lecture/Lab,In Person,4.000,1:25 pm,2:40 pm,MW,Walter C. Schwartz Building 298,TBA
,,,,22804,,,,,,,,2:50 pm,4:05 pm,MW,Walter C. Schwartz Building 470,TBA
General Chemistry II,Full Term,,"Natural Sciences-Chart I, Natural Sciences-Chart I, Inst. Designated Option-Cht II",24107,CHEM,1412,102,RELLIS Campus,Combined Lecture/Lab,In Person,4.000,12:00 pm,1:15 pm,TR,Walter C. Schwartz Building 390,TBA
,,,,24107,,,,,,,,1:25 pm,2:40 pm,TR,Walter C. Schwartz Building 470,TBA
General Chemistry II,Full Term,,"Natural Sciences-Chart I, Natural Sciences-Chart I, Inst. Designated Option-Cht II",23813,CHEM,1412,304,Bryan Campus,Combined Lecture/Lab,In Person,4.000,1:25 pm,2:40 pm,MW,D Building 116,TBA
,,,,23813,,,,,,,,2:50 pm,4:05 pm,MW,D Building 216,TBA
